Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
767,767,F08A179eFF6Bb02,John Mason,Wendy,Castillo,Joseph Ltd,4846258172,0016846275764 ext 8580,xmathis@christensen.com,groberts@williams-dorsey.info,molina.info,Retargeting Ads,Disqualified,Author option rule upon rather wonder player.,True,True,xmathis@christensen.com,christensen.com,True,False,4846258172,molina.info,1,100.0,High,,,
768,768,1eae4c4ea532F04,Natalie Zamora,Latasha,Mercer,Downs-Watson,4942090203 ext 0919,6957796725 ext 09421,hurleygreg@key.com,wyattmullins@lewis.com,townsend-escobar.info,Trade Show,Negotiation,Tough safe quite capital few nearly soldier country.,True,True,hurleygreg@key.com,key.com,True,True,4942090203 ext 0919,townsend-escobar.info,1,100.0,High,,,
769,769,B9BfedFee1aFceB,Patricia Carter,Samuel,Tate,Francis Ltd,6467194828 ext 3649,0012542584846 ext 5637,uadams@christensen-chapman.com,ncharles@sanders.net,gilbert.com,Organic Search (Seo),Proposal Sent,Animal public represent life.,True,True,uadams@christensen-chapman.com,christensen-chapman.com,True,False,6467194828 ext 3649,gilbert.com,1,100.0,High,,,
770,770,3aA9D98fF1fFD91,Malik Watkins,Aimee,Armstrong,"Sims, Carlson and Yates",6265084298,6678561633,tvargas@leonard-payne.net,ocowan@church.org,ferguson-khan.com,Networking Event,Qualified,Movie gas feel give vote.,True,True,tvargas@leonard-payne.net,leonard-payne.net,True,True,6265084298,ferguson-khan.com,1,100.0,High,,,
771,771,c38017DEb27686B,April Edwards,Clinton,Atkins,Mann-Rice,5935631860,13855614985 ext 783,smartin@arellano.com,copelandlonnie@benton.com,mccormick-glass.com,Referral,Contacted,Purpose painting third suggest person character improve.,True,True,smartin@arellano.com,arellano.com,True,True,5935631860,mccormick-glass.com,1,100.0,High,,,
772,772,B6CD4aDd4894Cd7,Jim Chandler,Luis,Leach,Blair Ltd,9769217711 ext 84904,2245738594 ext 73941,vwu@boone.info,barnettcheryl@reid.com,palmer-macias.com,Organic Search (Seo),Contacted,Adult their together different.,True,True,vwu@boone.info,boone.info,True,True,9769217711 ext 84904,palmer-macias.com,1,100.0,High,,,
773,773,B4B030cBabBbddb,Brianna Anthony,Jake,Scott,Hale-Callahan,13253839502 ext 802,6026132296 ext 88875,terrancecurtis@downs.com,fmontoya@golden-carrillo.biz,luna-cunningham.com,Purchased List,Contacted,Here same seven everything tell goal piece.,True,True,terrancecurtis@downs.com,downs.com,True,True,13253839502 ext 802,luna-cunningham.com,1,100.0,High,,,
774,774,CB6E02e5c30eD8e,Samuel Bell,Robin,Huff,"Griffin, Hale and Gilmore",6999684969 ext 5110,8712708547,hjohns@west-barton.info,chorn@fox-castaneda.info,frey.net,Direct Traffic,On Hold,Work tonight relate chair development little another.,True,True,hjohns@west-barton.info,west-barton.info,True,True,6999684969 ext 5110,frey.net,1,100.0,High,,,
775,775,22866b8d6e29827,Yolanda Fields,Carlos,Beltran,"Mckinney, Olson and Mcdowell",5705301029 ext 2748,7648837357 ext 224,terrymaria@chen.com,higginskerri@rodgers.com,morgan.com,Other,On Hold,Police trip when enter.,True,True,terrymaria@chen.com,chen.com,True,True,5705301029 ext 2748,morgan.com,1,100.0,High,,,
776,776,F0BBfC83bBbbD90,Jill Drake,Philip,Everett,Simmons-Terrell,0013612827249,13449951203 ext 07771,hannah64@huynh.net,rsnow@york-frost.com,lawson.net,Webinars,New Lead,Study eat third particular better him could.,True,True,hannah64@huynh.net,huynh.net,True,False,0013612827249,lawson.net,1,100.0,High,,,
777,777,34f8B92Ff384854,Jeanne Mccormick,James,Bishop,"Bush, Gallagher and Andersen",4505494107 ext 2113,0012443566711,candicethomas@choi.com,zsellers@ritter.com,pham.com,Linkedin Outreach,New Lead,Doctor peace debate best size property.,True,True,candicethomas@choi.com,choi.com,True,True,4505494107 ext 2113,pham.com,1,100.0,High,,,
778,778,0aCBA2060503D15,Morgan Payne,Kevin,Melton,Allen Ltd,3039358317,19323116710 ext 3620,delacruzlucas@costa.info,isnow@mcmillan-crosby.org,manning-calhoun.net,Referral,Disqualified,Behavior book democratic bit necessary.,True,True,delacruzlucas@costa.info,costa.info,True,True,3039358317,manning-calhoun.net,1,100.0,High,,,
779,779,45fbc7f7e3BC5BC,Kristi Hull,Jenny,Franco,Brown-Mills,8308064288 ext 287,2255214152,kenneth18@welch-mcguire.info,lutzchristine@armstrong-rosales.org,fernandez.biz,Website Form,Disqualified,Air military particular.,True,True,kenneth18@welch-mcguire.info,welch-mcguire.info,True,True,8308064288 ext 287,fernandez.biz,1,100.0,High,,,
780,780,FaAfCc30DabA8fd,Craig Stanley,Shelley,Shea,"Oconnell, Faulkner and Meza",6362983300,12304777881 ext 08389,rhonda88@serrano.com,francis40@hutchinson.info,thornton.org,Webinars,Qualified,Huge peace discuss standard young.,True,True,rhonda88@serrano.com,serrano.com,True,False,6362983300,thornton.org,1,100.0,High,,,
781,781,f14824a6939B02c,Catherine Bridges,Stacie,Nichols,Martinez-Hernandez,4018005503,0012332701102 ext 829,kdaniels@rodriguez.com,chelsea35@rogers-irwin.biz,medina-rojas.info,Linkedin Outreach,Qualified,Her family word.,True,True,kdaniels@rodriguez.com,rodriguez.com,True,False,4018005503,medina-rojas.info,1,100.0,High,,,
782,782,3EAD221AF6F5BE6,Eugene Norman,Derrick,Chung,Novak-Conway,6197901036,19934771991,ronniequinn@beck.com,rpage@george-fletcher.com,peterson.com,Organic Search (Seo),Qualified,Much college so their.,True,True,ronniequinn@beck.com,beck.com,True,True,6197901036,peterson.com,1,100.0,High,,,
783,783,6C29F2e552ca2C2,Melanie Hoover,Derrick,Larson,"Novak, Wilcox and Murillo",6465103943,9814160063 ext 4050,daviescolleen@tate-salinas.com,mark86@mccann.com,duarte-bryan.com,Retargeting Ads,New Lead,More when call field still news eat.,True,True,daviescolleen@tate-salinas.com,tate-salinas.com,True,True,6465103943,duarte-bryan.com,1,100.0,High,,,
784,784,b13CC8C7f5ad1Ff,Candice Tucker,Vicki,Ayers,Boyd LLC,5772862366,2823299548,phylliscraig@hancock-hoffman.com,jasminphelps@roy-fletcher.org,rasmussen.biz,Google Ads,Closed Won,Run choose threat support vote even.,True,True,phylliscraig@hancock-hoffman.com,hancock-hoffman.com,True,True,5772862366,rasmussen.biz,1,100.0,High,,,
785,785,A6ABdd1Dfaa9A1f,Roberto Peterson,Lisa,Tate,Jones and Sons,6982651415 ext 149,5178809320,villajoshua@irwin-fitzgerald.com,stuartlynch@krause-jacobson.com,peterson.com,Google Ads,New Lead,Program high skill oil success officer.,True,True,villajoshua@irwin-fitzgerald.com,irwin-fitzgerald.com,True,True,6982651415 ext 149,peterson.com,1,100.0,High,,,
786,786,6B6697B4A75CD7b,Damon Neal,Margaret,Faulkner,Acosta Inc,4428651890 ext 3887,19197046842 ext 9031,bill10@santana.com,collierjade@grant.com,prince.com,Other,Qualified,Project organization tend alone data particular.,True,True,bill10@santana.com,santana.com,True,True,4428651890 ext 3887,prince.com,1,100.0,High,,,
787,787,25AC70cCBD7a6bb,Jennifer Payne,Bryan,Evans,"Chavez, Arnold and Henderson",7096050917,18333017887,madison57@hudson.com,kathryn81@palmer.info,pitts.com,Cold Call,Negotiation,Drop break mind certain age walk.,True,True,madison57@hudson.com,hudson.com,True,True,7096050917,pitts.com,1,100.0,High,,,
788,788,d0Ba4B48CF258f8,Bianca Holden,Leah,Zavala,"Rowland, Nicholson and Singh",16138215487 ext 531,7612780122 ext 86906,rickeyeverett@conner.com,carolynterry@castaneda.com,shelton.net,Trade Show,Closed Won,Area front contain experience.,True,True,rickeyeverett@conner.com,conner.com,True,True,16138215487 ext 531,shelton.net,1,100.0,High,,,
789,789,CE1a1FD656D16B8,Tara Liu,Bobby,Wilson,"Bond, Ingram and Cordova",19364481795 ext 3037,8874191791,misty93@morris.info,mark37@maynard.biz,gross-joyce.com,Chatbot,On Hold,Provide fight economic action decision summer.,True,True,misty93@morris.info,morris.info,True,True,19364481795 ext 3037,gross-joyce.com,1,100.0,High,,,
790,790,53cdeeDC5f151Cf,Kirsten Gonzalez,April,Mccormick,Sosa and Sons,0019943827380 ext 969,3064405229,maynarderica@bolton-mckee.com,waynecisneros@walter.com,sawyer-cobb.com,Google Ads,On Hold,Attention professor what administration trip participant wind.,True,True,maynarderica@bolton-mckee.com,bolton-mckee.com,False,True,0019943827380 ext 969,sawyer-cobb.com,1,100.0,Medium,,,
791,791,efE2e9Ce608f2bd,Heather Myers,Jon,Bird,Blevins Ltd,8055145563 ext 3427,8783121370 ext 22063,ellisontricia@montoya.com,yfrederick@garrison.info,espinoza-moss.com,Podcast,On Hold,Take want scene box.,True,True,ellisontricia@montoya.com,montoya.com,True,True,8055145563 ext 3427,espinoza-moss.com,2,100.0,High,,,
792,792,aBC04903ce38bc1,Jake Mooney,Dorothy,Wilcox,"Browning, Johnson and Barry",5073522221 ext 2734,14867675441 ext 175,christinafowler@davila-daniel.com,dan03@chambers.com,miles.com,Website Form,Negotiation,Political capital consumer though.,True,True,christinafowler@davila-daniel.com,davila-daniel.com,True,True,5073522221 ext 2734,miles.com,1,100.0,High,,,
793,793,816A29dDc2F169a,Lucas Sanders,Glen,Beck,Knight-Diaz,6585689924 ext 572,0015738448149 ext 0350,meaganwilkerson@ferguson-daugherty.info,zstevenson@ballard.com,romero.org,Retargeting Ads,Disqualified,New will month available country national meet.,True,True,meaganwilkerson@ferguson-daugherty.info,ferguson-daugherty.info,True,False,6585689924 ext 572,romero.org,1,100.0,High,,,
794,794,dcd268c0dc2E6F8,Nicolas Duncan,Brianna,Hebert,"Hendricks, Knight and Rose",12575033916 ext 2761,5243536791 ext 441,darryl77@baird.com,darrylhuffman@ho-klein.info,nguyen.com,Google Ads,Re-Engagement,Professor drive forget admit.,True,True,darryl77@baird.com,baird.com,True,True,12575033916 ext 2761,nguyen.com,1,100.0,High,,,
795,795,4DeB665ea94a8BF,Priscilla Murillo,Tami,Blanchard,"Harris, Dyer and Romero",0015868755940 ext 1635,4586917625 ext 5426,crystal16@russo-mann.biz,travisgarza@miller.net,dudley-norton.com,Social Media,Disqualified,Mr situation few present.,True,True,crystal16@russo-mann.biz,russo-mann.biz,False,True,0015868755940 ext 1635,dudley-norton.com,1,100.0,Medium,,,
796,796,bA8Cf1CbbdEeE2B,Johnathan Fletcher,Hailey,Finley,"Massey, Sheppard and Richardson",7954149076,9997795683 ext 0122,joanne20@snow.biz,gli@little.biz,rocha.com,Facebook Ads,New Lead,Financial indeed art personal situation defense head.,True,True,joanne20@snow.biz,snow.biz,True,True,7954149076,rocha.com,1,100.0,High,,,
797,797,D31de5be34dB91e,Emma Guzman,Nathaniel,Hale,Combs LLC,9066218894,8343820695,virginia02@castaneda.com,christygates@lee-burgess.info,patel-hayden.com,Networking Event,Disqualified,Billion consumer social daughter.,True,True,virginia02@castaneda.com,castaneda.com,True,True,9066218894,patel-hayden.com,1,100.0,High,,,
798,798,C4D0b9aCa88cce8,Kelli Reid,Marco,Bowers,"Diaz, Duarte and Foster",7086849211 ext 82393,4017907735,sylviagordon@bond-macdonald.info,hickmanvickie@chaney.net,parsons.com,Trade Show,On Hold,Outside threat know.,True,True,sylviagordon@bond-macdonald.info,bond-macdonald.info,True,True,7086849211 ext 82393,parsons.com,1,100.0,High,,,
799,799,6Cb0582d4d04ac3,Cassandra Stein,Rodney,Olson,Hoover-Ramirez,9328009773 ext 5878,8865107275 ext 8785,ujimenez@cooley.com,mcconnellcarly@nielsen.biz,caldwell.com,Cold Call,Proposal Sent,Third lay tell save measure experience.,True,True,ujimenez@cooley.com,cooley.com,True,True,9328009773 ext 5878,caldwell.com,1,100.0,High,,,
800,800,1aA29eDdb79eAfc,Kenneth Nicholson,Nicholas,Cain,Moreno-Weber,9356480393 ext 10935,7032439808 ext 5636,lynchbonnie@massey-kirk.com,marcohart@cobb-heath.com,malone.com,Social Media,Proposal Sent,Career writer year tree hope news use.,True,True,lynchbonnie@massey-kirk.com,massey-kirk.com,True,True,9356480393 ext 10935,malone.com,1,100.0,High,,,
801,801,FC6e4f84DeCAbCC,Trevor Byrd,Jared,Larson,Herring Group,8478200475 ext 215,8509022157,bullockcody@stark-hebert.com,georgegene@costa-higgins.info,hensley.com,Cold Call,Closed Lost,Tend of health can.,True,True,bullockcody@stark-hebert.com,stark-hebert.com,True,True,8478200475 ext 215,hensley.com,1,100.0,High,,,
802,802,bcdEB40ECADB7Ed,Marissa Clay,Teresa,Petersen,Perkins-Allen,5064656408 ext 573,12206148085 ext 66226,eileenhudson@mayo-mcpherson.org,tom71@walls.org,moody.com,Networking Event,Proposal Sent,Image also history cell take.,True,True,eileenhudson@mayo-mcpherson.org,mayo-mcpherson.org,True,False,5064656408 ext 573,moody.com,1,100.0,High,,,
803,803,Aa026eC7eCb425c,Kyle Petersen,Cesar,Reilly,Rosario-Meza,6994783885 ext 791,5689743056 ext 2886,joannehess@weber.biz,nfisher@roach.com,soto.com,Organic Search (Seo),Closed Won,Story game whatever state successful.,True,True,joannehess@weber.biz,weber.biz,True,True,6994783885 ext 791,soto.com,1,100.0,High,,,
804,804,32832951d5bEeDd,Marcus Pitts,Willie,Lozano,Wilkins-Marsh,3529731976,4734253757 ext 6169,vdavidson@hughes.com,tranrobert@wilkins.com,figueroa.com,Linkedin Outreach,On Hold,Difficult consider less your.,True,True,vdavidson@hughes.com,hughes.com,True,True,3529731976,figueroa.com,1,100.0,High,,,
805,805,F4059EA8C8E4Ce1,Kristine Harvey,Mitchell,Farley,"Mack, Livingston and Salazar",9312707672,0012338737871,reneebell@gates-hampton.com,melissa63@brown.com,osborn.org,Networking Event,Closed Lost,Standard stage religious specific ball north whom physical.,True,True,reneebell@gates-hampton.com,gates-hampton.com,True,True,9312707672,osborn.org,1,100.0,High,,,
806,806,a5ce3cf18d17251,Jonathan Duncan,Mitchell,Cooley,"Guerra, Case and Pratt",5498126194 ext 9404,0016799607315 ext 509,qarellano@wade.com,ewingjohnny@walters.net,proctor-arnold.com,Partner Program,Proposal Sent,Painting hope environment buy technology claim.,True,True,qarellano@wade.com,wade.com,True,False,5498126194 ext 9404,proctor-arnold.com,1,100.0,High,,,
807,807,cDcaC7Fe266490e,Terrence Chambers,Harold,Maxwell,Santiago-Walker,3558270714 ext 08100,12964008365 ext 6778,edwin89@hobbs.com,wandamata@walker-alvarez.com,parks.com,Direct Traffic,Proposal Sent,Budget accept seven give.,True,True,edwin89@hobbs.com,hobbs.com,True,True,3558270714 ext 08100,parks.com,1,100.0,High,,,
808,808,32a95a3E873dFe3,Rick Campbell,Jared,Aguilar,"Glover, Holloway and Forbes",2499080366,0016816426469 ext 497,eberger@morton.com,hendricksmarco@ray-osborn.com,christensen.org,Cold Email,Proposal Sent,Product property institution others million happen.,True,True,eberger@morton.com,morton.com,True,False,2499080366,christensen.org,1,100.0,High,,,
809,809,5990de720CDfCC1,Roger Lindsey,Betty,Hardin,"Huang, Christensen and Eaton",0015758322341 ext 0470,2053684436,kristen64@aguirre.com,weissdebra@barr-horn.com,bautista.com,Other,Negotiation,Door democratic avoid population.,True,True,kristen64@aguirre.com,aguirre.com,False,True,0015758322341 ext 0470,bautista.com,1,100.0,Medium,,,
810,810,E99A1cF4fBDA1cC,Collin Paul,Isaac,Maddox,Fox LLC,19503381517 ext 405,2243257627 ext 3591,rmeza@li.net,sherylhicks@phillips.com,cline-mayer.info,Direct Traffic,Proposal Sent,Far serve call under change receive.,True,True,rmeza@li.net,li.net,True,True,19503381517 ext 405,cline-mayer.info,1,100.0,High,,,
811,811,0cBce03ac0D65Eb,Kimberly Bryant,Rhonda,Fritz,"Bonilla, Brooks and Humphrey",2469243991 ext 8349,16446999887 ext 9706,andersenerin@hays-murillo.biz,georgehayley@mcmahon-carney.biz,sandoval.com,Content Marketing,New Lead,Easy these newspaper much.,True,True,andersenerin@hays-murillo.biz,hays-murillo.biz,True,True,2469243991 ext 8349,sandoval.com,1,100.0,High,,,
812,812,6dE7df1b4be16Fd,Ryan Hopkins,Warren,Yu,"Haynes, Navarro and Huynh",0014744552543 ext 5113,9007277401 ext 9051,georgewalker@huff.com,mrojas@lutz.com,thompson.biz,Linkedin Outreach,Proposal Sent,Word ground hope receive drug woman difference.,True,True,georgewalker@huff.com,huff.com,False,True,0014744552543 ext 5113,thompson.biz,1,100.0,Medium,,,
813,813,ae4c2e7e7e25cbA,Damon Cordova,Taylor,Baxter,Estes-Willis,9814085311,0015727726147,woodannette@vaughn.com,lancebraun@vargas.com,tate.com,Website Form,Qualified,Coach month participant.,True,True,woodannette@vaughn.com,vaughn.com,True,True,9814085311,tate.com,1,100.0,High,,,
814,814,56cEB581988AE77,Stuart Olsen,Richard,Petersen,Dixon-Franco,4968067377,3779912181,haleygalloway@tucker.com,joycebright@casey-mcdowell.com,harrison-velez.com,Direct Traffic,On Hold,Red show course memory.,True,True,haleygalloway@tucker.com,tucker.com,True,True,4968067377,harrison-velez.com,1,100.0,High,,,
815,815,493D9e5B04DD67c,Nathan Oliver,Cynthia,Diaz,"Rangel, Summers and French",8325660015 ext 487,0016756096025 ext 2620,whitneyeduardo@barnett-murphy.biz,mezakimberly@pugh.com,castillo.org,Facebook Ads,Re-Engagement,Send mind benefit how.,True,True,whitneyeduardo@barnett-murphy.biz,barnett-murphy.biz,True,False,8325660015 ext 487,castillo.org,1,100.0,High,,,
816,816,3C139a401737BE4,Riley Atkinson,Brianna,Harvey,"Fuentes, Shaw and Herman",8073988660 ext 168,8538263073 ext 90530,marie63@mathews.com,fhunter@garner.com,hebert.com,Retargeting Ads,Qualified,Three material beautiful old relate find agent right.,True,True,marie63@mathews.com,mathews.com,True,True,8073988660 ext 168,hebert.com,1,100.0,High,,,
817,817,87fECfC643Cd6F1,Edgar Koch,Jackson,Dunlap,Rowland PLC,12472685582 ext 29817,19712073633 ext 6911,mayers@merritt.com,wisebrittany@spencer.net,stanton.com,Retargeting Ads,Re-Engagement,Happy travel what but security window effect hear.,True,True,mayers@merritt.com,merritt.com,False,True,12472685582 ext 29817,stanton.com,1,100.0,Medium,,,
818,818,3f66A10F11d3409,Luis Hatfield,Noah,Callahan,Parrish and Sons,2052479084 ext 456,8309324341 ext 23091,ginastevenson@maddox.com,lindsaypineda@warren.com,berg.com,Other,Proposal Sent,Employee more law worker only door nothing.,True,True,ginastevenson@maddox.com,maddox.com,True,True,2052479084 ext 456,berg.com,1,100.0,High,,,
819,819,9feE9B4bf870ecB,Kristopher Khan,Hayden,Gallegos,"Silva, Santana and Meyer",5753082679 ext 93357,6055686070,gsantiago@hutchinson.com,xrocha@lee.com,lowery.org,Linkedin Outreach,Re-Engagement,Rise everybody maybe bed down.,True,True,gsantiago@hutchinson.com,hutchinson.com,True,True,5753082679 ext 93357,lowery.org,1,100.0,High,,,
820,820,ddD76D4237EAa0a,Randall Key,Diamond,Valdez,Strong and Sons,8307475596 ext 273,6412808031 ext 87646,josephmegan@hays-wise.com,elijah72@santos.com,werner.com,Trade Show,Re-Engagement,Population whom contain.,True,True,josephmegan@hays-wise.com,hays-wise.com,True,True,8307475596 ext 273,werner.com,1,100.0,High,,,
821,821,0cac1224CFCdd9e,Jackson Vaughn,Rebecca,Tanner,"Kelly, Arroyo and Faulkner",8134968627 ext 0729,0014807873103 ext 746,sheryl33@green-hall.info,preston99@stuart.net,lang.biz,Referral,Qualified,During factor rather top movement through maintain modern.,True,True,sheryl33@green-hall.info,green-hall.info,True,False,8134968627 ext 0729,lang.biz,1,100.0,High,,,
822,822,1F12cDfEF8C48c8,Vincent Garner,Taylor,Gould,Lara-Hoffman,8477848409 ext 62750,7306360912 ext 66471,seanberry@hammond-pruitt.biz,salinasleah@oneill.org,ayers.biz,Linkedin Outreach,Closed Won,Television history full risk can late clear.,True,True,seanberry@hammond-pruitt.biz,hammond-pruitt.biz,True,True,8477848409 ext 62750,ayers.biz,1,100.0,High,,,
823,823,eFCCBaB2EdD6dCc,Gabriella Pruitt,Tyler,Obrien,"Trujillo, Ewing and Hicks",0018165956814 ext 85362,6502214318,brayraymond@espinoza.info,deanna97@meyer.com,nixon-kirk.com,Partner Program,Re-Engagement,Role run investment during.,True,True,brayraymond@espinoza.info,espinoza.info,False,True,0018165956814 ext 85362,nixon-kirk.com,1,100.0,Medium,,,
824,824,e4beA5963d4C94F,Melvin Hammond,Alejandra,Wood,Tapia-Matthews,3427079125,4336469666,darylvang@beck.com,owensbrandy@black-harrison.org,love.net,Google Ads,Closed Won,When according sea hour town suddenly add.,True,True,darylvang@beck.com,beck.com,True,True,3427079125,love.net,1,100.0,High,,,
825,825,5be98089FA5bA15,Derrick Cohen,Paul,Morrison,Simpson-Briggs,3283445799 ext 803,6824986709 ext 73090,harold81@hammond.com,pmueller@mays-ward.org,barron.org,Webinars,Contacted,Off everybody big.,True,True,harold81@hammond.com,hammond.com,True,True,3283445799 ext 803,barron.org,1,100.0,High,,,
826,826,DE15aDd93ea1db6,Mallory Fischer,Brandy,Guzman,"Hinton, Costa and Wiggins",9792629452 ext 808,7863773567 ext 1317,wkent@zimmerman.com,loretta19@day-barrett.com,grant.net,Trade Show,Proposal Sent,Performance impact with soon discover in political.,True,True,wkent@zimmerman.com,zimmerman.com,True,True,9792629452 ext 808,grant.net,1,100.0,High,,,
827,827,BcFe181660Ed6b0,Jenna Madden,Wesley,Galvan,Fry-Carlson,2849426862,7598649989 ext 471,kenneth65@arroyo-donaldson.info,fredtrevino@fitzgerald-nunez.com,stein.info,Facebook Ads,Proposal Sent,Budget indicate team important black.,True,True,kenneth65@arroyo-donaldson.info,arroyo-donaldson.info,True,True,2849426862,stein.info,1,100.0,High,,,
828,828,5E433dCF6F8df4C,Faith Dickerson,Tiffany,Dalton,Rangel-Young,7887791074,0013272425054 ext 033,buchanandylan@knox.info,tabitharusso@kaufman.biz,conway.biz,Google Ads,Negotiation,Value agreement senior mind admit.,True,True,buchanandylan@knox.info,knox.info,True,False,7887791074,conway.biz,1,100.0,High,,,
829,829,2a1e5cB9572eFC9,Bianca Schmidt,Mackenzie,Baldwin,Hartman and Sons,9663664025 ext 41184,6477890940,snewman@bright.info,sharonwagner@larsen.info,mcmahon-huff.com,Retargeting Ads,On Hold,State strategy take role.,True,True,snewman@bright.info,bright.info,True,True,9663664025 ext 41184,mcmahon-huff.com,1,100.0,High,,,
830,830,b1a42a8EA8e0f35,Shelley Spencer,Teresa,Kramer,Kirby-Gould,5318054158 ext 411,17657509328 ext 92338,lpacheco@hickman.biz,braykristine@pennington.biz,carlson-chandler.info,Content Marketing,Disqualified,Situation identify article treatment or happen.,True,True,lpacheco@hickman.biz,hickman.biz,True,False,5318054158 ext 411,carlson-chandler.info,1,100.0,High,,,
831,831,d418bbF0b680D6a,Pamela Simpson,Kathleen,Ibarra,Roth-Adkins,7172732705,7526759888 ext 6123,mauricebooth@shepherd.biz,glenn26@gutierrez-sanchez.info,weiss.com,Podcast,Contacted,Though hospital woman go national.,True,True,mauricebooth@shepherd.biz,shepherd.biz,True,True,7172732705,weiss.com,1,100.0,High,,,
832,832,5d8dA2E2BC00fe7,Courtney Moses,April,Valencia,Terry Ltd,4649024763,0015373713959,vernon13@powers-diaz.info,keykristina@jefferson.com,franco-savage.com,Chatbot,Closed Won,Never cell material marriage front focus various.,True,True,vernon13@powers-diaz.info,powers-diaz.info,True,True,4649024763,franco-savage.com,2,100.0,High,,,
833,833,Be725FC6EfCB65C,Paul Strickland,Johnny,Bryan,Edwards LLC,0019388451148 ext 97613,2316463260,mindy02@beck.com,zwoods@clayton-conley.com,holder-cisneros.com,Direct Traffic,On Hold,Money mother read record main seat Republican.,True,True,mindy02@beck.com,beck.com,False,True,0019388451148 ext 97613,holder-cisneros.com,1,100.0,Medium,,,
834,834,8BdF20CC4F0272a,Theodore Levine,Lance,Callahan,Farrell Group,0017656798771 ext 75378,0018905795511 ext 252,jbrown@wolfe-may.net,kristachen@rush.com,chapman.com,Social Media,Re-Engagement,Save too listen our song spend.,True,True,jbrown@wolfe-may.net,wolfe-may.net,False,False,0017656798771 ext 75378,chapman.com,1,100.0,Medium,,,
835,835,19Ec6dbDe131eEC,Joann Collier,Nicole,Fletcher,Buchanan LLC,5988334963 ext 4312,9544545952,abigail06@jackson.com,lindsay38@chase.com,ford.com,Webinars,On Hold,Point whose your white stage.,True,True,abigail06@jackson.com,jackson.com,True,True,5988334963 ext 4312,ford.com,1,100.0,High,,,
836,836,b33fEb2C8Edf92E,Charles Myers,Janice,Hopkins,Dorsey Inc,0016166948093 ext 817,7009142903 ext 17908,robertamosley@potts.com,mcarlson@blackwell-owen.com,baldwin.com,Networking Event,Contacted,Left check mean ten American expert.,True,True,robertamosley@potts.com,potts.com,False,True,0016166948093 ext 817,baldwin.com,1,100.0,Medium,,,
837,837,D5693790de05dF1,Claudia Bray,Sherry,Everett,Malone and Sons,4984695335 ext 414,0013113629042,robbinsbrady@hensley-mays.org,erin34@mercado.org,soto-hubbard.com,Organic Search (Seo),Contacted,Method couple threat line local condition purpose social.,True,True,robbinsbrady@hensley-mays.org,hensley-mays.org,True,True,4984695335 ext 414,soto-hubbard.com,1,100.0,High,,,
838,838,Ff33B98aDcbFa1A,Wayne Mueller,Andrew,Pruitt,"Gray, Andrews and Duarte",3745797991 ext 120,6457836194 ext 3649,curtisjesse@farley.com,ssimmons@wade.info,rodriguez-nunez.info,Retargeting Ads,Closed Won,War beautiful member herself necessary movement beyond.,True,True,curtisjesse@farley.com,farley.com,True,True,3745797991 ext 120,rodriguez-nunez.info,1,100.0,High,,,
839,839,d65C45C4e7A4Ea0,Madison Reyes,Cheyenne,Barber,Choi-Figueroa,8123060331,0018706369756 ext 0465,amylam@solis.com,eowen@mathews.biz,ho-villarreal.org,Cold Email,Closed Won,Level every either enter easy.,True,True,amylam@solis.com,solis.com,True,False,8123060331,ho-villarreal.org,1,100.0,High,,,
840,840,d3b331BaD2BA2c9,Wesley Delgado,Mark,Case,"Padilla, Walls and Small",4742802369,6993464404,rmatthews@hubbard.biz,stewartadrian@shepherd.biz,dawson.com,Networking Event,Negotiation,Involve under without bit.,True,True,rmatthews@hubbard.biz,hubbard.biz,True,True,4742802369,dawson.com,1,100.0,High,,,
841,841,70c92b6Da2B524F,Tracey Sloan,Raymond,Fernandez,Washington PLC,6626087131 ext 5692,5978644199 ext 110,robyn81@bird.com,freycheryl@choi.com,yu.com,Retargeting Ads,Re-Engagement,Plant establish whom here audience list edge.,True,True,robyn81@bird.com,bird.com,True,True,6626087131 ext 5692,yu.com,1,100.0,High,,,
842,842,7a9FC6F75ee11a1,Nancy Hays,Taylor,Robles,Mclean-Harmon,15428083637 ext 8113,13842529867 ext 29046,wbass@rollins-carlson.org,garretthelen@hahn-gates.com,austin.com,Trade Show,New Lead,Citizen sign fund talk successful economic talk focus.,True,True,wbass@rollins-carlson.org,rollins-carlson.org,True,False,15428083637 ext 8113,austin.com,1,100.0,High,,,
843,843,6BAB6966052a108,Elaine Moss,Kiara,Avery,Knapp-Williamson,0018038465396 ext 20824,9995127977,aweeks@brock-sexton.com,mallorysandoval@estrada.com,rhodes-terry.com,Partner Program,On Hold,Mention western then become toward.,True,True,aweeks@brock-sexton.com,brock-sexton.com,False,True,0018038465396 ext 20824,rhodes-terry.com,1,100.0,Medium,,,
